no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,month,day_of_month,day_of_year,week_of_month,week_of_year,day_of_week,year,is_wknd,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,lead_time_transf,type_of_meal_plan_Not Selected,type_of_meal_plan_other,room_type_reserved_Room_Type 4,room_type_reserved_other,market_segment_type_Online,market_segment_type_other,avg_price_per_room_mm,status
2,0,1,5,0,0,0,0,2,8,4,216,1,31,5,2017,1,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.3640442716123243,0
2,0,1,2,0,0,0,0,1,9,9,252,2,36,7,2018,1,3,0,0,0,0,0,0,0.029709101772752107,0,0,0,0,1,0,0.6338618007777445,0
2,0,1,3,0,0,0,0,0,10,12,285,2,41,4,2017,0,4,0,0,0,0,0,0,1.2558216329019876,0,0,0,0,1,0,0.41938378701764883,1
2,0,1,3,0,0,0,0,1,11,7,311,1,45,3,2018,0,4,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,1,0,0.6061621298235117,0
2,0,0,3,0,0,0,0,1,12,6,340,1,49,4,2018,0,4,0,0,0,0,0,0,-0.09879618445483326,0,0,1,0,1,0,0.33443015255758296,0
2,0,1,2,0,0,0,0,0,6,3,154,1,22,7,2018,1,2,0,0,0,0,0,0,0.9374829467617386,0,0,0,0,0,0,0.6751420879449596,0
2,0,2,1,0,0,0,0,4,11,13,317,2,46,2,2018,0,4,0,0,0,0,0,0,1.798625061195721,0,0,0,0,1,0,0.2461262339216273,0
2,0,1,2,0,0,0,0,2,12,9,343,2,49,7,2018,1,4,0,0,0,0,0,0,0.32822041283628217,1,0,0,0,1,0,0.35925815136105294,0
2,0,2,4,0,0,0,0,1,8,7,219,1,32,2,2018,0,3,0,0,0,0,0,0,1.466552196449639,1,0,0,0,1,0,0.3685312593478911,0
3,0,1,0,0,0,0,0,2,5,29,149,5,22,2,2018,0,2,0,0,0,0,0,0,-0.5257167383027416,0,0,1,0,1,0,0.824708345797188,0
2,1,1,1,0,0,0,0,2,7,16,197,3,29,1,2018,0,3,0,0,0,0,0,0,1.100285175975823,0,0,0,0,1,0,0.6661681124738258,1
2,1,2,5,0,0,0,0,1,7,11,192,2,28,3,2018,0,3,0,0,0,0,0,0,1.0553422319602823,0,0,0,0,0,0,0.4532455877953933,0
2,0,2,5,0,0,0,0,1,9,26,269,4,39,3,2018,0,3,0,0,0,0,0,0,1.639600090768717,0,0,0,0,1,0,0.4854920729883338,1
2,0,0,1,0,0,0,0,0,5,19,139,3,20,6,2018,1,2,0,0,0,0,0,0,-0.885339194262977,0,0,1,0,0,0,0.6320670056835177,0
3,0,0,3,0,0,0,0,2,11,16,320,3,46,5,2018,1,4,0,0,0,0,0,0,-0.09879618445483326,0,0,1,0,1,0,0.6392461860604247,0
2,0,0,2,0,0,0,0,1,12,2,336,1,48,7,2018,1,4,0,0,0,0,0,0,-0.885339194262977,1,0,0,0,1,0,0.4328447502243494,0
2,0,1,5,0,0,0,0,1,8,15,227,3,33,3,2018,0,3,0,0,0,0,0,0,0.20080761516801926,0,0,0,0,1,0,0.6984744241699072,0
2,0,1,2,0,0,0,0,0,10,5,278,1,40,4,2017,0,4,0,0,0,0,0,0,-0.8492925336098945,0,0,1,0,0,0,0.33413102004187856,0
2,0,0,3,0,0,0,0,0,2,18,49,3,7,7,2018,1,1,0,0,0,0,0,0,0.2912325196874556,0,0,0,0,1,0,0.365839066706551,0
2,0,1,3,0,0,0,0,1,5,9,129,2,19,3,2018,0,2,0,0,0,0,0,0,0.14624593429837035,0,0,0,0,1,0,0.6024528866287764,0
2,0,2,1,0,0,0,0,0,12,26,360,4,52,2,2017,0,4,0,0,0,0,0,0,-0.6036087123507768,0,0,0,0,1,0,0.26018546215973676,0
2,0,1,3,0,0,0,0,1,3,24,83,4,12,6,2018,1,1,0,0,0,0,0,0,0.3523410130874057,0,0,1,0,1,0,0.4804068202213581,1
2,1,1,3,0,0,0,0,0,5,9,129,2,19,3,2018,0,2,0,0,0,0,0,0,-0.4078740168023441,0,0,0,0,1,0,0.741549506431349,1
1,0,2,4,0,0,0,0,0,6,12,163,2,24,2,2018,0,2,0,0,0,0,0,0,0.20080761516801926,0,0,0,0,0,0,0.6033502841758899,1
2,0,1,2,0,0,0,0,0,2,19,50,3,8,1,2018,0,1,0,0,0,0,0,0,-1.0938593953815183,0,0,0,0,0,0,0.4059228238109482,0
2,0,2,2,0,0,0,0,0,3,11,70,2,10,7,2018,1,1,0,0,0,0,0,0,-0.26214118630559197,1,0,0,0,1,0,0.3107986838169309,1
1,0,0,3,0,0,0,0,0,6,16,167,3,24,6,2018,1,2,0,0,0,0,0,0,1.0091840482465178,0,1,0,0,1,0,0.30421776847143284,1
2,0,2,3,0,0,0,0,2,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,0.7477429251771082,0,0,1,0,1,0,0.6629374813042177,0
2,0,0,1,1,0,0,0,1,10,21,294,3,42,7,2018,1,4,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.6571941370026921,0
1,0,0,2,0,0,0,0,0,5,17,137,3,20,4,2018,0,2,0,0,0,0,0,0,0.132243302045638,0,0,0,0,0,1,0.6631767873167812,0
2,0,1,4,0,0,0,0,1,5,9,129,2,19,3,2018,0,2,0,0,0,0,0,0,0.8710332127543804,0,0,0,0,1,0,0.4804068202213581,0
2,0,1,2,0,0,0,0,2,9,12,255,2,37,3,2018,0,3,0,0,0,0,0,0,1.107662914478282,0,0,0,0,1,0,0.644630571343105,1
2,0,1,4,0,0,0,0,0,4,18,108,3,16,3,2018,0,2,0,0,0,0,0,0,0.6727116092950133,0,0,0,1,1,0,0.34591684116063415,0
2,0,0,1,0,0,0,0,1,10,28,301,4,43,7,2018,1,4,0,0,0,0,0,0,0.7568733526288431,0,0,1,0,1,0,0.5100209392760993,1
1,0,0,2,0,0,0,0,0,9,16,259,3,37,7,2018,1,3,0,0,0,0,0,0,1.6778559335299639,0,1,0,0,0,0,0.4298534250673048,0
2,0,0,1,0,0,0,0,1,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,1,0,0.6631767873167812,0
2,0,2,4,0,0,0,0,1,7,28,209,4,30,6,2018,1,3,0,0,0,0,0,0,1.5836222588210782,0,0,0,1,1,0,0.373018247083458,0
2,0,2,4,0,0,0,0,2,7,1,182,1,26,6,2017,1,3,1,0,1,0,0,0,0.47810469314085197,0,0,0,0,1,0,0.34310499551301227,0
2,0,1,3,0,0,0,0,0,4,28,118,4,17,6,2018,1,2,0,0,0,0,0,0,0.3993701532815155,1,0,0,0,1,0,0.4982351181573437,1
1,0,1,4,0,0,0,0,0,3,2,61,1,9,5,2018,1,1,0,0,0,0,0,0,-0.5010442920420968,0,0,0,0,1,0,0.3532755010469638,1
2,0,2,2,0,0,0,0,0,7,1,182,1,26,7,2018,1,3,1,0,1,0,0,0,-0.6036087123507768,0,0,0,0,0,0,0.31767873167813343,0
2,0,1,1,0,0,0,0,1,11,9,313,2,45,4,2017,0,4,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,1,0,0.4478013760095722,0
1,0,0,3,0,1,1,0,0,10,6,279,1,40,5,2017,1,4,0,0,0,0,0,0,-0.7813917674178052,0,0,0,0,0,0,0.3640442716123243,0
2,0,0,1,0,0,0,0,0,10,16,289,3,42,1,2017,0,4,0,0,0,0,0,0,1.22854053438768,0,0,0,0,0,0,0.30421776847143284,1
2,0,2,2,0,0,0,0,0,1,10,10,2,2,3,2018,0,1,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,1,0,0.27215076278791506,0
1,0,0,1,1,0,0,0,0,8,30,242,5,35,4,2018,0,3,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,0,1,0.2862698175291654,0
1,0,0,2,0,0,0,0,0,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.6886516700477643,0,1,0,0,0,0,0.4238707747532156,0
2,0,0,2,0,0,0,0,2,12,2,336,1,48,7,2018,1,4,0,0,0,0,0,0,0.059856543429081754,0,0,0,0,1,0,0.44540831588393653,0
1,0,0,2,0,0,0,0,1,12,15,349,3,50,6,2018,1,4,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.41190547412503736,0
2,0,0,3,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,0,0,0.5136105294645528,0
1,0,2,1,0,0,0,0,0,10,11,284,2,41,3,2017,0,4,0,0,0,0,0,0,-0.7492897975185061,0,0,0,0,0,1,0.2743045169009871,0
2,0,1,2,0,0,0,0,3,10,23,296,4,43,1,2017,0,4,0,0,0,0,0,0,-0.04901170578684722,0,0,0,0,1,0,0.4507927011666168,0
1,0,0,3,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,0,0,0.4537840263236614,0
1,0,1,2,0,0,0,0,0,8,17,229,3,33,4,2017,0,3,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,1,0,0.5873766078372719,0
1,0,0,3,0,0,0,0,0,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,-0.04901170578684722,0,0,1,0,1,0,0.7253963505833083,0
3,0,0,2,0,0,0,0,2,5,20,140,3,20,7,2018,1,2,0,0,0,0,0,0,0.682291481734681,0,0,1,0,1,0,0.8923122943463955,0
2,0,0,3,0,0,0,0,1,3,16,75,3,11,5,2018,1,1,0,0,0,0,0,0,0.24030572131726974,0,0,0,0,1,0,0.3718217170206401,0
3,0,2,3,0,0,0,0,0,7,7,188,1,27,6,2018,1,3,0,0,0,0,0,0,0.49983356039519883,0,0,1,0,1,0,0.7630870475620698,1
2,0,1,2,0,0,0,0,0,9,19,262,3,38,3,2018,0,3,0,0,0,0,0,0,1.8138584128247932,0,0,0,0,0,0,0.5435237810349984,1
1,0,0,2,0,0,0,0,0,9,17,260,3,37,7,2017,1,3,0,0,0,0,0,0,0.01435964032245719,0,1,0,0,0,0,0.23242596470236315,0
2,0,1,3,0,0,0,0,0,1,18,18,3,3,4,2018,0,1,0,0,0,0,0,0,-0.885339194262977,0,0,0,1,1,0,0.4014358360753814,0
2,0,0,2,0,0,0,0,0,1,12,12,2,2,5,2018,1,1,0,0,0,0,0,0,-0.814687796711879,0,0,0,0,1,0,0.327849237212085,0
2,0,0,2,0,0,0,0,1,7,8,189,2,27,6,2017,1,3,0,0,0,0,0,0,0.6139383056034631,0,0,0,0,1,0,0.34310499551301227,1
2,0,0,3,0,0,0,0,0,6,8,159,2,23,5,2018,1,2,0,0,0,0,0,0,0.029709101772752107,0,0,0,0,1,0,0.5907867185163027,1
2,0,2,1,0,0,0,0,0,5,21,141,3,21,1,2018,0,2,0,0,0,0,0,0,-0.0011810930312185599,1,0,0,0,1,0,0.5800179479509422,1
2,0,0,2,0,0,0,0,2,11,22,326,4,47,4,2018,0,4,0,0,0,0,0,0,-0.18669161192516484,0,0,0,0,1,0,0.47651809751720003,0
2,0,1,2,0,0,0,0,0,8,22,234,4,34,3,2018,0,3,0,0,0,0,0,0,0.9856234979776924,0,0,1,0,1,0,0.5961711037989829,1
2,0,0,3,0,0,0,0,1,11,24,328,4,47,6,2018,1,4,0,0,0,0,0,0,0.34033298550901775,0,0,0,0,0,0,0.29225246784325454,0
2,0,0,5,0,0,0,0,0,7,5,186,1,27,4,2018,0,3,0,0,0,0,0,0,0.9617271095673781,1,0,0,0,0,0,0.2668262040083757,0
2,0,0,2,0,0,0,0,2,11,17,321,3,46,6,2018,1,4,0,0,0,0,0,0,-0.6592144155975896,1,0,0,0,1,0,0.41190547412503736,0
1,0,0,2,0,0,0,0,0,10,2,275,1,40,1,2017,0,4,0,0,0,0,0,0,1.1150093317488396,0,0,0,0,0,0,0.48369727789410705,0
2,0,0,3,0,0,0,0,1,3,9,68,2,10,5,2018,1,1,0,0,0,0,0,0,-0.814687796711879,1,0,0,0,1,0,0.39395752318276994,0
3,0,0,3,0,0,0,0,0,9,20,263,3,38,4,2018,0,3,0,0,0,0,0,0,-0.0011810930312185599,0,0,1,0,1,0,0.8923122943463955,1
1,0,0,3,0,0,0,0,0,5,5,125,1,18,6,2018,1,2,0,0,0,0,0,0,0.9935137594962448,0,0,0,0,1,0,0.48309901286269824,0
2,0,2,2,0,0,0,0,1,8,21,233,3,34,2,2018,0,3,0,0,0,0,0,0,-1.5506363990851626,1,0,0,0,1,0,0.651211486688603,0
1,0,0,2,0,0,0,0,2,7,21,202,3,29,6,2018,1,3,0,0,0,0,0,0,-1.384355375311487,0,0,0,0,0,1,0.44181872569548303,0
2,0,1,2,0,0,0,0,0,4,4,94,1,14,3,2018,0,2,0,0,0,0,0,0,0.5836747532510416,0,0,1,0,1,0,0.4615614717319772,0
2,0,1,3,0,0,0,0,0,7,11,192,2,28,3,2018,0,3,0,0,0,0,0,0,0.7012747116202025,0,0,0,0,1,0,0.3715824110080766,0
2,0,1,2,0,0,0,0,0,9,14,257,2,37,4,2017,0,3,0,0,0,0,0,0,1.5836222588210782,0,0,0,0,1,0,0.41938378701764883,1
3,0,0,2,0,0,0,0,0,8,17,229,3,33,5,2018,1,3,0,0,0,0,0,0,0.0893033890257622,0,0,1,0,1,0,0.8923122943463955,1
2,1,1,2,0,0,0,0,0,6,13,164,2,24,3,2018,0,2,0,0,0,0,0,0,-0.885339194262977,0,0,0,0,1,0,0.677116362548609,1
2,2,0,2,0,0,0,0,2,8,25,237,4,34,5,2017,1,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,1,1,0,0.8187256954830989,0
1,0,0,2,0,0,0,0,0,9,30,273,5,39,6,2017,1,3,0,1,0,1,0,0,-1.384355375311487,0,0,0,0,0,1,0.2743045169009871,0
2,0,1,2,0,0,0,0,0,9,30,273,5,39,7,2018,1,3,0,1,0,1,0,0,1.747005675669755,0,0,0,0,0,0,0.4537840263236614,1
2,0,1,2,0,0,0,0,0,9,2,245,1,35,7,2018,1,3,0,0,0,0,0,0,-0.43039835822982425,0,0,0,1,1,0,0.5832485791205503,0
2,0,0,2,0,0,0,0,0,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-0.28181550937806576,0,1,0,0,0,0,0.4926712533652408,0
2,0,2,1,0,0,0,0,0,10,30,303,5,44,2,2018,0,4,0,0,0,0,0,0,-0.814687796711879,1,0,0,1,1,0,0.7529165420281183,0
2,0,2,1,0,0,0,0,0,8,15,227,3,33,2,2017,0,3,0,0,0,0,0,0,-1.46168706701608,0,1,0,0,0,0,0.4507927011666168,0
2,0,2,1,0,0,0,0,1,2,27,58,4,9,2,2018,0,1,0,0,0,0,0,0,-1.46168706701608,0,0,1,0,1,0,0.5315584804068202,0
2,0,1,3,0,0,0,0,1,12,8,342,2,49,6,2018,1,4,0,0,0,0,0,0,0.6039178635303322,0,0,0,0,1,0,0.41429853425067303,0
2,0,0,3,1,0,0,0,0,3,17,76,3,11,6,2018,1,1,0,0,0,0,0,0,0.17380918295558018,0,0,1,0,1,0,0.5333532755010468,0
2,0,0,1,0,0,0,0,1,10,29,302,5,44,1,2018,0,4,0,0,0,0,0,0,-0.5769575461117442,0,0,0,0,1,0,0.6631767873167812,0
3,0,1,4,0,0,0,0,0,10,3,276,1,40,3,2018,0,4,0,0,0,0,0,0,1.398943745110604,0,0,1,0,1,0,0.6838169309003888,1
2,0,0,2,0,0,0,0,0,8,10,222,2,32,5,2018,1,3,0,0,0,0,0,0,1.466552196449639,0,0,0,0,1,0,0.4615614717319772,1
2,0,0,3,0,0,0,0,1,5,26,146,4,21,6,2018,1,2,0,0,0,0,0,0,-1.7911413536931085,0,0,1,0,1,0,0.9383787017648817,0
2,0,0,3,0,0,0,0,1,3,15,74,3,11,4,2018,0,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,0,0.3640442716123243,0
2,0,1,0,0,0,0,0,1,5,29,149,5,22,2,2018,0,2,0,0,0,0,0,0,-0.28181550937806576,0,0,1,0,1,0,0.6177086449297038,0
2,0,2,2,0,0,0,0,0,3,5,64,1,10,1,2018,0,1,0,0,0,0,0,0,-0.08197215961586785,0,0,0,1,1,0,0.27825306610828593,1
3,0,1,4,1,0,0,0,2,8,8,220,2,32,3,2018,0,3,0,0,0,0,0,0,0.9697306108501952,0,0,1,0,1,0,0.7714627580017946,0
2,0,2,1,0,0,0,0,2,12,5,339,1,49,2,2017,0,4,0,0,0,0,0,0,0.17380918295558018,1,0,0,0,1,0,0.45617708644929705,0
2,0,0,2,0,0,0,0,0,2,23,54,4,8,5,2018,1,1,0,0,0,0,0,0,-1.1960679773682705,1,0,0,0,1,0,0.3700269219264134,0
2,0,0,2,0,0,0,0,0,3,18,77,3,11,7,2018,1,1,0,0,0,0,0,0,-0.885339194262977,0,0,0,0,1,0,0.5375411307209093,1
1,0,0,1,1,1,0,3,0,2,17,48,3,7,6,2018,1,1,0,0,0,0,0,0,-1.0038440334366296,0,0,0,0,0,1,0.2862698175291654,0
2,0,0,4,0,0,0,0,1,8,30,242,5,35,4,2018,0,3,0,0,0,0,0,0,-0.3642076811062532,0,0,0,0,1,0,0.5423272509721806,1
2,0,1,0,0,0,0,0,1,2,21,52,3,8,3,2018,0,1,0,0,0,0,0,0,-0.6592144155975896,0,0,0,0,1,0,0.4298534250673048,1
2,0,2,5,0,0,0,0,1,9,11,254,2,37,1,2017,0,3,0,0,0,0,0,0,-0.5257167383027416,0,0,0,0,1,0,0.5661980257253963,1
1,0,0,2,0,0,0,0,0,11,20,324,3,47,1,2017,0,4,0,0,0,0,0,0,-0.43039835822982425,0,0,0,0,0,0,0.32216571941370026,0
2,0,1,1,0,0,0,0,0,3,21,80,3,12,3,2018,0,1,0,0,0,0,0,0,0.27867845636801436,0,0,0,1,1,0,0.352078970984146,0
2,0,2,2,0,0,0,0,1,7,10,191,2,28,2,2018,0,3,0,0,0,0,0,0,1.3222700996761843,0,0,0,1,1,0,0.37493269518396644,0
1,0,1,0,0,0,0,0,0,10,10,283,2,41,3,2018,0,4,0,0,0,0,0,0,-0.43039835822982425,0,0,0,0,0,1,0.4537840263236614,0
2,0,0,4,0,0,0,0,2,11,1,305,1,44,4,2018,0,4,1,0,0,0,0,0,0.132243302045638,0,0,0,0,1,0,0.44540831588393653,0
3,0,1,2,0,0,0,0,0,4,29,119,5,17,7,2018,1,2,0,0,0,0,0,0,-0.5510080442930118,0,0,1,0,1,0,0.9443613520789709,1
2,0,1,0,0,0,0,0,0,7,24,205,4,30,2,2018,0,3,0,0,0,0,0,0,0.4336441821178606,0,0,0,0,1,0,0.5154053245587794,1
2,0,2,3,0,0,0,0,0,4,8,98,2,14,7,2018,1,2,0,0,0,0,0,0,-0.885339194262977,0,0,1,0,1,0,0.6703559676936881,1
2,0,0,3,0,0,0,0,0,12,29,363,5,52,5,2017,1,4,0,0,0,0,0,0,0.9776959263617326,0,0,0,0,0,0,0.33413102004187856,0
2,0,1,4,0,0,0,0,0,12,30,364,5,52,6,2017,1,4,0,0,0,0,0,0,0.9935137594962448,0,0,0,0,0,0,0.2862698175291654,0
1,0,1,2,0,0,0,0,0,9,14,257,2,37,4,2017,0,3,0,0,0,0,0,0,1.6886516700477643,0,0,0,0,0,0,0.2702961411905474,0
2,0,0,2,0,0,0,0,1,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.6886516700477643,0,1,0,0,1,0,0.5734370326054441,1
1,0,0,1,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-1.7911413536931085,0,0,0,0,0,0,0.5414298534250672,0
2,1,1,3,0,0,0,0,1,8,25,237,4,34,6,2018,1,3,0,0,0,0,0,0,1.2216546798928343,1,0,0,0,1,0,0.4732276398444511,1
2,0,1,3,0,0,0,0,1,9,12,255,2,37,3,2018,0,3,0,0,0,0,0,0,1.3222700996761843,0,0,0,0,0,0,0.4920729883338319,1
2,0,1,0,0,0,0,0,0,4,25,115,4,17,3,2018,0,2,0,0,0,0,0,0,0.34033298550901775,0,0,0,0,1,0,0.4615614717319772,1
3,0,1,1,1,0,0,0,2,5,14,134,2,20,1,2018,0,2,0,0,0,0,0,0,-1.0038440334366296,0,0,1,0,1,0,0.998205204905773,0
2,0,1,2,1,0,0,0,2,8,19,231,3,33,7,2018,1,3,0,0,0,0,0,0,1.172690759504972,0,0,0,0,1,0,0.5871971283278491,1
2,2,0,3,0,0,0,0,0,10,5,278,1,40,5,2018,1,4,0,0,0,0,0,0,-0.20509283809716733,0,0,0,1,1,0,0.9515405324558777,1
1,0,0,1,0,0,0,0,0,12,16,350,3,50,7,2018,1,4,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,0,0,0.30421776847143284,0
2,0,1,2,0,0,0,0,3,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,-0.5257167383027416,0,0,0,0,1,0,0.5417289859407717,0
2,0,1,3,0,0,0,0,0,8,22,234,4,34,3,2018,0,3,0,0,0,0,0,0,-0.13317219945353223,0,0,0,0,0,0,0.39395752318276994,0
2,0,0,3,0,0,0,0,1,7,13,194,2,28,5,2018,1,3,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,1,0,0.7888124439126531,1
2,0,2,1,0,0,0,0,0,10,2,275,1,40,2,2018,0,4,0,0,0,0,0,0,-0.5769575461117442,1,0,0,0,1,0,0.6811247382590486,0
1,0,2,1,0,0,0,0,1,10,2,275,1,40,2,2018,0,4,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.8067603948549206,0
2,0,2,2,0,0,0,0,0,10,23,296,4,43,1,2017,0,4,0,0,0,0,0,0,-1.0938593953815183,0,0,0,0,0,0,0.41489679928208195,0
2,0,1,1,0,0,0,0,0,8,13,225,2,33,1,2018,0,3,0,0,0,0,0,0,1.0169649044655895,1,0,0,0,1,0,0.504636553993419,1
2,0,2,1,0,0,0,0,1,3,12,71,2,11,1,2018,0,1,0,0,0,0,0,0,-0.032860382011120716,1,0,0,0,1,0,0.28926114268621,0
2,0,1,4,0,0,0,0,1,3,9,68,2,10,5,2018,1,1,0,0,0,0,0,0,-0.09879618445483326,0,0,0,0,1,0,0.327849237212085,0
2,0,0,1,0,0,0,0,1,12,24,358,4,51,7,2017,1,4,0,0,0,0,0,0,-0.13317219945353223,1,0,0,0,1,0,0.28926114268621,0
2,0,1,3,0,0,0,0,0,12,1,335,1,48,6,2018,1,4,1,0,0,0,0,0,1.8638330503564433,0,0,1,0,1,0,0.40412802871672154,1
3,0,1,0,0,0,0,0,1,7,10,191,2,28,2,2018,0,3,0,0,0,0,0,0,-1.985608868000325,0,0,1,0,1,0,0.7630870475620698,0
2,0,1,3,0,0,0,0,1,12,29,363,5,52,6,2018,1,4,0,0,0,0,0,0,-0.8492925336098945,0,0,1,0,1,0,0.6380496559976069,0
2,0,0,3,0,0,0,0,0,9,15,258,3,37,5,2017,1,3,0,0,0,0,0,0,-0.5257167383027416,0,0,0,0,1,0,0.38797487286868076,0
2,0,0,1,0,0,0,0,1,6,21,172,3,25,4,2018,0,2,0,0,0,0,0,0,-0.13317219945353223,0,0,0,0,1,0,0.4615614717319772,0
2,0,0,3,0,0,0,0,0,5,10,130,2,19,4,2018,0,2,0,0,0,0,0,0,-0.5510080442930118,0,0,0,0,1,0,0.7289859407717618,1
2,0,2,2,0,0,0,0,3,11,11,315,2,45,7,2018,1,4,0,0,0,0,0,0,-1.047549579600935,0,0,0,0,1,0,0.4023332336224948,0
2,0,1,0,0,0,0,0,2,12,18,352,3,51,2,2018,0,4,0,0,0,0,0,0,-0.9624117371999295,0,0,0,0,1,0,0.5076278791504636,0
2,2,2,2,0,0,0,0,0,3,20,79,3,12,2,2018,0,1,0,0,0,0,0,0,-0.2237932639533717,0,0,0,1,1,0,0.8942865689500448,1
3,1,1,1,0,0,0,0,0,8,29,241,5,35,3,2018,0,3,0,0,0,0,0,0,-0.06537988142080765,0,0,0,1,1,0,0.9694286568950043,0
3,0,2,3,0,0,0,0,0,7,7,188,1,27,6,2018,1,3,0,0,0,0,0,0,1.1296094883125278,0,0,0,0,1,0,0.612623392162728,1
1,0,1,0,0,0,0,0,1,2,8,39,2,6,4,2018,0,1,0,0,0,0,0,0,-1.6566898309690214,0,1,0,0,1,0,0.6571941370026921,0
2,0,0,1,0,0,0,0,0,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.8366736464253663,0
2,0,2,1,0,0,0,0,1,4,30,120,5,18,1,2018,0,2,0,1,0,0,0,0,0.6533708236790631,0,0,0,0,1,0,0.3462758001794795,0
2,0,0,1,0,0,0,0,1,9,15,258,3,37,5,2017,1,3,0,0,0,0,0,0,-0.9624117371999295,0,0,0,0,1,0,0.45976667663775045,0
2,0,0,2,0,0,0,0,1,6,30,181,5,26,6,2018,1,2,0,1,0,1,0,0,0.7928762038744863,0,0,0,1,1,0,0.4164522883637452,0
2,2,1,5,0,0,0,0,0,2,1,32,1,5,4,2018,0,1,1,0,0,0,0,0,-0.814687796711879,0,0,0,1,1,0,0.35136105294645525,1
2,0,2,1,0,0,0,0,1,11,12,316,2,46,1,2018,0,4,0,0,0,0,0,0,-0.016919025529960222,1,0,0,0,1,0,0.4131020041878552,1
1,0,0,2,0,0,0,0,1,12,6,340,1,49,4,2018,0,4,0,0,0,0,0,0,0.01435964032245719,0,0,1,0,1,0,0.3580616212982351,0
1,0,0,3,1,0,0,0,1,1,28,28,4,4,7,2018,1,1,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,1,0,0.4537840263236614,0
2,0,2,1,0,0,0,0,0,1,17,17,3,3,3,2018,0,1,0,0,0,0,0,0,-0.38581815924377755,0,0,1,0,0,0,0.17660783727191148,0
2,0,2,2,0,0,0,0,1,10,28,301,4,43,7,2018,1,4,0,0,0,0,0,0,1.639600090768717,0,0,0,0,1,0,0.30439724798085555,1
1,0,2,1,0,0,0,0,0,9,6,249,1,36,3,2017,0,3,0,0,0,0,0,0,-0.47695498147585763,0,0,0,0,0,1,0.2743045169009871,0
2,0,1,2,0,0,0,0,0,4,4,94,1,14,3,2018,0,2,0,0,0,0,0,0,0.5734498437695015,0,0,0,0,1,0,0.3640442716123243,1
3,0,1,5,0,0,0,0,0,9,20,263,3,38,4,2018,0,3,0,0,0,0,0,0,0.783951883394518,0,0,1,0,1,0,0.8546215973676338,1
1,0,2,3,0,0,0,0,0,12,29,363,5,52,6,2018,1,4,0,0,0,0,0,0,1.7574355024774475,0,0,0,0,0,0,0.30421776847143284,0
1,0,0,1,0,0,0,0,0,5,27,147,4,21,7,2018,1,2,0,0,0,0,0,0,-0.9624117371999295,0,0,0,0,0,0,0.2593478911157643,0
2,0,1,2,0,0,0,0,1,5,9,129,2,19,3,2018,0,2,0,0,0,0,0,0,0.4448885989343964,0,0,0,0,0,0,0.33413102004187856,0
2,0,0,2,0,0,0,0,0,9,18,261,3,38,1,2017,0,3,0,0,0,0,0,0,0.2660077731103278,0,1,0,0,0,0,0.5375411307209093,0
2,0,1,0,0,0,0,0,0,12,11,345,2,50,2,2018,0,4,0,0,0,0,0,0,-0.814687796711879,0,0,0,0,0,0,0.3640442716123243,0
2,0,2,1,0,0,0,0,0,8,14,226,2,33,2,2018,0,3,0,0,0,0,0,0,-0.814687796711879,0,0,1,0,0,0,0.6799282081962309,0
2,0,1,2,0,0,0,0,0,3,25,84,4,12,7,2018,1,1,0,0,0,0,0,0,1.0928757881198847,0,1,0,0,0,0,0.6631767873167812,1
2,0,2,5,0,0,0,0,0,4,30,120,5,18,1,2018,0,2,0,1,0,0,0,0,0.783951883394518,0,0,0,0,1,0,0.3085851032007179,0
